Title,Director,Cast,Genre,Year
Sansar Naiya,"H. Mehta, Nanubhai Vakil","Sarojini, Navinchandra, Noor Jehan, S. L. Puri, Sardar Mansur, Sheela, Kanta Kumari, Dhulia, Mirajkar",Social,1939
Sansar Sagar,Bapurao Apte,"Noor Jehan, Manohar, Madhav Kale, Indira Wadkar",Social,1939
Sant Tulsidas,Jayant Desai,"Vishnupant Pagnis, Leela Chitnis, Vasanti, Keshavrao Date, Dixit, Ram Marathe, Sushila",Biopic Devotional,1939
Sapera,Debaki Bose,"Kanan Devi, Pahari Sanyal, Prithviraj Kapoor, Nawab, Shyam Laha, K. C. Dey, Satya Mukhopadhyay, Bikram Kapoor",Costume,1939
Service Ltd.,C. M. Luhar,"Surendra, Bibbo, Yakub, Maya Banerjee, Kayam Ali, Harish, Zia Sarhadi, Bhudo Advani, Sankatha Prasad, Kalyani Das",Social Comedy Suspense,1939
Sitara,Ezra Mir,"Nazir, Rattan Bai, Khursheed, K. N. Singh, Mubarak, Jamshedji, Sunalini Devi, Ashiq Hussain, Violet Cooper, Mirza Musharraf, Nazir Bedi, Bibijan",Social,1939
Son Of Alladin,Nanubhai Vakil,"Sarojini, Shankar Vazare, Ranibala, Sardar Mansur, Ganpat Rao",Action Fantasy,1939
Sunheri Toli,Kikubhai Desai,"Navinchandra, Moti, Sardar Mansur, Shahzadi, Bose, Miss Pokhraj, Bansi Karnataki, Mirajkar, Dhulia",Action,1939
Swastik,Mohan Sinha,"Sushil Kimar, Veena, Jeevan, Indurani, Nazir Bedi, Dhulia, Madhu Bala, Fakir Mohammed, Mehdi Raza",Social,1939
Taqdeer Ki Tope,V. Panchotia,"Husn Banu, Wasti, V. Panchotia, Jyotsna Gupte, Waheedan Bai, Dixit, Ram Marathe, Suresh, K. Singh, Master Nissar, Fakir Mohammed, Narmada Shankar",Action,1939
Thokar,Abdul Rashid Kardar,"Kumar, Madhuri, Ishwarlal, Noor Mohammed Charlie, Yakub, Waheedan Bai, Wasti, K. N. Singh",Social,1939
Thunder,A. H. Essa,"E. Billimoria, Mehar Sultana, Ramola, W. M. Khan, Ghory, Dixit, Jal Merchant, Bibijan",Action,1939
Tumhari Jeet a.k.a. The Rise,Ranjit Sen,"Chhaya Devi, Ramola, Kamran, Nand Kishore, Rajinder Singh, Devbala, Ram Dulari, Muzammil, Amarnath",Social,1939
Uski Tamanna a.k.a. Her Last Desire,Yakub,"Maya, Yakub, Surish, Jyoti, Ishwarlal, Wasti, Charlie, Madhuri, Kumar, Waheedan, Dixit, Ram Marathe, K. Singh, Putlibai",Social,1939
Watan Ke Liye,M. Udwadia,"Navinchandra, Mohini, Gope, Hari Shivdasani, Kamala, Mirza Musharraf",Social,1939
Zambo Ka Beta,M. Bhavnani,"Navin Yagnik, Bimla Kumari, Sunita Devi, Vatsala Kumtekar, David, A. S. Gyani, Gulzar, Nayampalli, Fatty Prasad, Gulab",Action Adventure,1939
Aaj Ka Hindustan,Jayant Desai,"Rose, Prithviraj Kapoor, SitaraDevi, Ishwarlal, Yakub, Kalyani, Tarabai, Charubala, Charlie",Social,1940
Aaj Ki Duniya,G.P. Pawar,"Trilok Kapoor, Ashalata, Jeevan, Vatsala Kumtekar, Gulab, Nazir Kashmiri, S. Nazir",Social,1940
Aandhi,Dinesh Ranjan Das,"Pankaj Mullick, Khursheed, Molina Devi, K. C. Dey, Sulekha, Sham Laha, Nemo",Social,1940
Abla Ki Shakti,Munshi Dil Lucknowi,"Jehanara Kajjan, Khalil, Premlata, Phool Kumari",Social,1940
Achhut,Chandulal Shah,"Gohar Mamajiwala, Motilal, Vasanti, Mazhar Khan, Sitara Devi, Trilok Kapoor, Charlie, Dixit, Lala Yaqub, Ibrahim, Rajkumari",Social Drama,1940
Aflatoon Aurat,Kikubhai Desai,"Moti, Mallika Pukhraj, Sardar Mansur, Kanta Kumari, Vatsala Kumtekar, S. Vazre, Bose, Razak, Dhulia, Bashir, Mirajkar",Action,1940
Alakh Niranjan a.k.a. Gorakhnath,Bhalji Pendharkar,"Nandrekar, Leela, Raja Paranjpe, Vimal Sardesai, Chandrakant",Devotional,1940
Ali Baba,Mehboob Khan,"Surendra, Sardar Akhtar, Ghulam Mohammed, Jagdish","Fantasy, Adventure",1940
Anarbala,A. M. Khan,"Benjamin, Jani Babu, Shanta Kashmiri, N. A. Ansari, Usha Rani, M. Musa, Indira, Ameena, Rafiqe",Horror,1940
Anjaam,Kanjibhai Rathod,"Anil Kumar, Mehar Sultana, Rajkumari, Yashwant Dave, Samson, Fazlu",Costume,1940
Anuradha,Mohan Sinha,"Maya Banerjee, Trilok Kapoor, Jeevan, Vatsala Kumtekar, Shyam Sunder, Anant Marathe, S, Nazir, Agha, Ghulam Rasool, Mehdi Raza, Bibijan",Social,1940
Apni Nagariya,Gunjal,"Shobhana Samarth, Nazir, Jayant, K. N. Singh, Shanta Dutt, Madhavi, Bibijan, Keki Bawa",Social,1940
Aurat,Mehboob Khan,"Sardar Akhtar, Surendra, Yakub, Jyoti, Kanhaiyalal, Arun Kumar, Harish, Brij Rani, Vatsala Kumtekar, Sunalini Devi",Social Family Drama,1940
Azad,N.R. Acharya,"Leela Chitnis, Ashok Kumar, Hansa Wadkar, Mumtaz Ali, Nazir Bedi, Rama Shukal, Nana Palsikar, D. V. Surve, Ramchandra Pal",Social,1940
Azadi-e-Watan,Dinshaw Billimoria,"Mallika Pukhraj, D. Billimoria, W. M. Khan, Ashraf Khan, Ghulam Mohammed, Abdul Qadir",Social,1940
Bahurani a.k.a. Daughter-in-Law,"R.S. Junnarkar, Mubarak","Kishore Sahu, Rose, Anuradha, Mubarak, Madhurika, Pratima Devi, Masood, Nana Palsikar",Family,1940
Bandhan,N. R. Acharya,"Ashok Kumar, Leela Chitnis, Arun Kumar, P. F. Pithavala, V. H. Desai, Shah Nawaz, Purnima Desai, Jagganath",Romantic Drama,1940
Bharosa,Sohrab Modi,"Chandra Mohan, Sardar Akhtar, Mazhar Khan, Maya Devi, E. Tarapore, Sheela, Abu Bakar",Social,1940
Bholi Lutaran,A. M. Khan,"Zohra Sehgal, Umakant, Ameena, Jani Babu, Shiraz, A. M. Khan, Ata Mohammed, Sadiq",Costume,1940
Captain Kishori,K. Amarnath,"Nazir, Lalita Pawar, Yasmin, Agha",Action,1940
Chalti Duniya,"Gunjal, B. Marzban","Padma Devi, Rafiq Ghaznavi, Lakshmi, Ghulam Rasool, Leelavati,",Action,1940
Chingari,Sarvottam Badami,"Prithviraj Kapoor, Sabita Devi, Keshavrao Date, E. Billimoria, Sunalini Devi, Khatoon, Bhagwandas, Mira, Tarabai",Social,1940
Civil Marriage,Ramchandra Thakur,"Snehprabha Pradhan, Harish, Arun Kumar, Kayam Ali, Sankatha Prasad, Bhudo Advani, Putlibai",Social,1940
Deepak,Dwarka Khosla,"Prithviraj Kapoor, Ashalata, Jeevan, Anant Marathe, S. Nazir, Vatsala Kumtekar, Nazir Kashmiri, Baby Suman",Social,1940
Deepak Mahal,Nanubhai Vakil,"Anil Kumar, Sarojini, Bibijan, Mirajkar, Indira, Khalil, Majid",Fantasy,1940
Desh Bhakta,A. H. Essa,"Wazir Mohammed Khan, Harishchandra, Ashalata, Kashmiri, Gope, Agha, Nissar, Shah Nawaz, Pir Mohamed",Social,1940
Dharma Bandhan,Jagatrai Pesumal Advani,"Khursheed, Yusuf Effendi, Shyam Sunder, Zebunissa, Kaushalya, Jani Babu",Social,1940
Diamond Queen,Homi Wadia,"Fearless Nadia, John Cawas, Radha Rani, Sayani Atish, Sardar Mansur, Dalpat, Boman Shroff",Adventure Action Comedy,1940
Divali,Jayant Desai,"Motilal, Madhuri, Ishwarlal, Vasanti, Keshavrao Date, Dixit, Indubala, Suresh, Kesari, M. Bhagwandas",Social,1940
Dorangia Daku,Harnam Singh Rawail,"Pushpa Rani, Sunder, Ghulam Mohammed, Baburao Pehalwan",Action,1940
Ek Hi Bhool,Vijay Bhatt,"Mehtab, P. Jairaj, Umakant, Prahlad dutt, Munshi Khanjar, Baby Meena Kumari",Social Drama,1940
Geeta,Parshwanath Yeshwant Altekar,"Chandra Mohan, Durga Khote, Anant Marathe, Ashalata, Kashmiri, Vatsala Kumtekar, Keki Bawa, Suman",Social,1940
Ghar Ki Rani,Master Vinayak,"Master Vinayak, Meenakshi, Leela Chitnis, Baburao Pendharkar, Damuanna Malvankar, Kusuk Deshpande, Salvi",Family Drama,1940
Golibar,Nanubhai Vakil,"Moti, Navinchandra, Kanta Kumari, Vasantrao Pehalwan, Mirajkar, Sardar Mansur, Dhulia, Razaq, Bacha, S. L. Puri",Action,1940
Haar Jeet,Amar Mullick,"Kanan Devi, Pahari Sanyal, Meera Dutta, Chhaya Devi, Nawab, Madho Shukla, Nand Kishore, Nemo, Ghulam Hussain",Social,1940
Haiwan,A. M. Khan,"Sitara Devi, Alaknanda, Bachchu, Tarabai",Action,1940
Hatimtai Ki Beti,Nanubhai Vakil,"Sarojini, Anil Kumar, Indurani, Anwaribai, Sayid Ahmed, Bibijan",,1940
Hind Ka Lal,"Homi Wadia, Ramji Arya","Radharani, Sardar Mansur, Boman Shroff, Dalpat, Mithu Miyan, Gulshan, Kasturi, Dilawar, Azurie, Nazira, Master Mohammed, Bismillah",Action,1940
Hindustan Hamara,Ram Daryani,"Jamuna, Padmadevi, Nandrekar, Ram Dulari, Devaskar, Hari Shivdasani, Badri Prasad",Social,1940
Holi,Abdul Rashid Kardar,"Motilal, Khursheed, Ishwarlal, Sitara Devi, Ghory, Dixit, Lala Yaqub, Tarabai, Mirza Musharraf, Keshavrao Date, Bhagwandas",Social Drama,1940
Jadui Kangan,Nanubhai Vakil,"Master Vithal, Kokila, Rajkumari, Sunita Devi, Kamal, Nawaz, Sadique, Majid, Krishna Kumari, Haroon, Mohanlal Mishra",Fantasy,1940
Jadu Nagri,B. Apte,"Rajkumari, Yashwant Dave, Shamim, Tarabai",Fantasy,1940
Jagat Mohini,Chunilal Parikh,"Master Vithal, Kokila, Sunita Devi, Majid, Kamal, Krishna Kumari Sr., Mohanlal, Mishra, Haroon, Amritlal Nagar",,1940
Jai Swadesh,Aspi Irani,"Radharani, Benjamin, Sayani Atish, Vatsala Kumtekar, Azurie, Abdul Haq",Action Social,1940
Jhuthi Sharm,Mohan Dayaram Bhavnani,"Trilok Kapoor, Bimla Kumari, Navin Yagnik, Nirmala Devi, Rajkumari, Nayampalli, Rai Mohan, Sharifa",Social,1940
Safed Sawar,Nari Ghadiali,"Radharani, Agha, Navin Yagnik, Sayani Aatish, Anant Marathe, Fazlu, Shahzadi, Munchi Thuthi, Mumtaz",Action,1941
Sajjan,Dwarka Khosla,"Husn Banu, Jagdish Sethi, Urmila, Satish Batra, David, Agha, Gope",Social,1941
Sangam a.k.a. Confluence,R. S. Junarrkar,"Master Vinayak, Minakshi, Vatsala Kumtekar, Damuanna Malvankar, Sundarbai, Gupte, Jog, Nandu Khote, Salvi",Social,1941
Sant Sakhu,"Vishnupant Govind Damle, Sheikh Fattelal","Hansa Wadkar, Gauri, Shankar Kulkarni, Shanta Majumdar, Sumitra",Biopic Legend Devotional,1941
Sasural,Chaturbhuj Doshi,"Motilal, Madhuri, Noor Jehan, Urmila, Kantilal, Miss Iqbal, Bhagwandas, Tarabai, Bhim, Popatlal",Family Drama,1941
Seedha Rasta,Dawood Baig,"Radharani, Sushil Kumar, Jagdish Sethi, Jilloobai, A. R. Pehalwan, Mumtaz Begum, Omkar",Social,1941
Shaadi,Jayant Desai,"Madhuri, Motilal, Khursheed, Ishwarlal, Bhagwandas, Kantilal, Tarabai, Dixit, Ghory",Social Family Drama,1941
Shahzadi,Jagatrai Pesumal Advani,"Trilok Kapoor, Pramila, Alaka, W. M. Khan, Navinchandra, Sadiq, Bibijan, Abbas, Haroon, Gharib Shah, Mehar Banu, Madhurika",Costume,1941
Sikandar,Sohrab Modi,"Prithviraj KapoorSohrab Modi, Vanmala, Yakub, Zahur Raja, K. N. Singh, Sheela, Meena, Sadiq Ali, Shakir, Jillobai",Historical Epic Drama,1941
Sipahi,Daud Chand,"Hiralal, Zohra, Madhavi, Altaf, Sunder, Nisar Ahmed, A. G. Butt, Baburao Pehalwan, Ghulam Mohammed, Mahomad Saffi, Nijamuddin",Action,1941
Suhana Geet,M. A. Mirza,"Trilok Kapoor, Ramola, Ranibala, Navin Yagnik, Hadi, Kamala, Shakir",Social,1941
Swami a.k.a. The Saint,A. R. Kardar,"Nazir Ahmed Khan, Sitara Devi, P. Jairaj, Yakub, Jeevan, Majid, Badri Prasad, S. Nazir, Ram Avtar",Social,1941
Taj Mahal,Nanubhai Vakil,"Indurani, Kumar, Suraiya, Mubarak, Sarojini, S. Nazir, Khalil, Ram Marathe, Fakir Mohammed",Historical Drama,1941
Torpedo,N. A. Mansoori,"Munawwar Sultana, Yashwant Dave, Shahzadi, S. Nazir, Ameena, Samson, Gulab, Fazlu",Action,1941
Tulsi,Gunjal,"Trilok Kapoor, Shalini, Anant Marathe, Badri Prasad, Srinivas, Jamshedji",Devotional,1941
Ummeed,Manibhai Vyas,"Ishwarlal, Prabha Devi, Dixit, Noor Jehan, Brijmala, Kesari, Bhagwandas, Gharpore, Charubala, Bhim","Comedy, Drama",1941
Vanmala,Mohan Sinha,"Maya Banerji, Pravin Kumar, Neela, Jeevan, Badri Prasad, Bibijan, Ghulam Rasool",Social,1941
Zalim Saudagar a.k.a. Merchant Of Venice,J.J. Madan,"Jehanara Kajjan, Khalil, Haider Bandi, Rani Premlata",Drama,1941
Aankh Michouli,R.S. Choudhury,"Nalini Jaywant, Satish, Anand Prasad Kapoor, Sulochana, Jilloobai, Pratima Devi, Hadi",Social,1942
Amar Asha,Shailen Ghosh,"Navin Yagnik, Kamla Varerkar, Devaskar, Bhim",Social,1942
Apna Ghar,Debaki Bose,"Shanta Apte, Mahesh Kaul, Chandra Mohan, Vimla Vashishta, Maruti, Maya Bannerji, Jeevan, David, Gope, Jagdish Sethi, Nimbalkar, Mishra",Social Family Drama,1942
Apna Paraya,Ramchandra Thakur,"Shahu Modak, Hansa Wadkar, Dulari, Kayam Ali, Sankatha Prasad, Shakuntala, Pesi Patel, Agha, Rajrani",Social,1942
Armaan,Kidar Nath Sharma,"Motilal, Meera, A. Shah, Shamim, Nagendra, Bhagwandas, Nazir Bedi, Rajinder Singh, Rajkumari A. Shah",Social,1942
Arzoo,"M. Issa, R.M. Vaidya","Dhiraj Bhattacharya, Purnima, Panna",Social,1942
Awaaz,Rafiq Rizvi,"Maya Banerjee, Swarnalata, Wasti, Danve, Kailash, Anwaribai",Social,1942
Bahana,A. M. Khan,"Alaknanda, Yusuf Effendi, Benjamin, Ameena, Ansari, Rafiq, Nawaz, Shahzadi, Anwaribai, Haroon",Social,1942
Barat,Gunjal,"Shobhana Samarth, Harish, Prakash, Kaushalya, Manmohan, Rampyari, Sankatha Prasad, Nayampalli, Mirza Musharraf, Vatsala Kumtekar",Social,1942
Basant,Amiya Chakravarty,"Ulhas, Mumtaz Shanti, Suresh, Kanu Roy, Pithawala, Baby Madhubala, Pramila",Social,1942
Bhakta Kabir,Rameshwar Sharma,"Bharat Bhushan, Mehtab, Mazhar Khan, Ramesh Sinha, Padma Devi, Vanmali Das, Gyani, Rai Mohan",Biopic Devotional,1942
Bharat Milap,Vijay Bhatt,"Prem Adib, Shahu Modak, Shobhana Samarth, Durga Khote, Umakant, Vimala Vashishta, Shanta Kumari, Amirbai Karnataki, Ratanmala",Epic Religious Drama,1942
Bhakta Surdas,Chaturbhuj Doshi,"K. L. Saigal, Khursheed, Monica Desai, Nagendra, Gharpure, Kesarbai, B, Sharma, Bashir, M. Saigal","Biopic, Drama",1942
Black Out,Nari Ghadiali,"Sadiq Ali, Benjamin, Sardar Mansur, Shobha, Bibìjan, Mukhtar, Mehdi Raza, Nazira, Habib",Action,1942
Bolti Bulbul,Dhirubhai Desai,"Anil Kumar, Zebunissa, Mumtaz Begum, Sardar Mansur, Alaknanda, Mehr Sultana, Shahzadi, Mirajkar, S, Nazir, Samson",Action,1942
Bombay Calling,Raja Yagnik,"Navin Yagnik, Shirin, Agha, Bhim, Vatsala Kumtekar, Janardhan, Anant, Ghulam Rasool",Action,1942
Chandni,Jayant Desai,"Khursheed, Ishwarlal, Kesari, Dixit, Noorjahan, Rajkumari Shukla, Baby Kamla",Social,1942
Chauranghee,"Sibtain Fazli, Nabendusundar","Mehtab, Sajjan, Nazir Kashmiri, Anees Khatoon, Amjad,",,1942
Chudiyan,"L.J. Bhatt, K.J. Parmar","Prem Adib, Maya Bannerji, Jeevan, Mehr Sultana, Gulab",,1942
Das Baje a.k.a. 10 O'Clock,Raja Nene,"Paresh Bannerjee, Urmila Vasant Thengdi, Baby Shakuntala, Manaji Rao, Devraj, Shiraz",Romantic drama,1942
Daughter of the Jungle a.k.a. Vanasundari,Ramanlal Desai,"Sunetra, Baburao Pehalwan, Brijrani, Mirajkar, Bose, Amir Bano, Ali",Action Adventure,1942
Dhiraj,Chaturbhuj Doshi,"Sitara Devi, Ishwarlal, Rajkumari Shukla, Kesari, Khatoon, Bhagwandas",Social,1942
Dillagi,Balwant Bhatt,"Hansa Wadkar, Kumar, Sushil Kumar, Anuradha, Agha",Social,1942
Dukh Sukh,Ram Daryani,"Sitara Devi, Vasanti, Rama Shukul, Pratima Devi, Mukesh (actor), A, Shah, Khatoon, Mukesh",Social,1942
Duniya Ek Tamasha,Dwarka Khosla,"Sardar Akhtar, W. M. Khan, Urmila, Gope, Shyam Sunder, Minoo Cooper, Devaskar",Social,1942
Duniya Tumhari Hai,G.P. Pawar,"Nandrekar, Kanta Kumari, Sadiq, Madhukar Gupte, N. A. Ansari",Social,1942
Ek Raat,Wahid-ud-din Zia-ud-din Ahmed,"Prithviraj Kapoor, Nina, K. N. Singh, Mubarak, Prakash, Rajkumari Shukla, Firoza Begum, Gulab, Bibijan, Yusuf, Mumtaz",Social,1942
Fariyaad,Jayant Desai,"Noor Jehan, Mubarak, Ishwarlal, Rama Shukal, Shamim, Alaknanda",Social,1942
Farman,Nanubhai Vakil,"Anil Kumar, Sarojini, W. M. Khan, Ranibala, Anwaribai, S. Nazir, Sadiq",Social,1942
Garib,Ramchandra Thakur,"Surendra, Veena Kumari, N. A. Ansari, Rose, Agha",Social,1942
Ghar Sansar a.k.a. Homelife,V.M. Vyas,"Sardar Akhtar, Mazhar Khan, Nazir, Kajjan, Kalyani, Mirza Musharaf",Family Social Drama,1942
Gora Kumbhar,Anand Kumar,Lalita Pawar,Biopic Drama,1942
Haso Haso Ai Duniyawallaon (Haso Haso Ae Duniya Walo),Dwarka Khosla,"Rattanbai, Devaskar, Gope, Shahzadi, Samson",Social,1942
Jawab,P.C. Barua,"Jamuna, Kanan Devi, Ratin Banerjee, P.C. Barua, Ahindra Choudhury, Devbala, Tulsi Chakraborty, Asit Baran, Bikram Kapoor",Social,1942
Jawan Ki Pukar a.k.a. Call of Youth,Dinshaw Billimoria,"D. Bilimoria, Urmila, Harish, Kalyani, Benjamin, W. M. Khan, Alaknanda, Afghan Sandow, Samson",Action,1942
Jawani,Wajahat Mirza,"Surendra, Husn Banu, Kayam Ali, Sankatha Prasad, Agha, A. R. Kabuli, Nawab, Dulari, Laddan",Social,1942
Jhankar,S. Khalil,"Chandra Mohan, Pramila, Kumar, Gope, Shahzadi, Altaf, Dulari, Shaukat, Ghulam Mohammed",Social,1942
Jungle Princess,Homi Wadia,"Fearless Nadia, John Cawas, Shahzadi, Radharani",Action,1942
Kalakar,A. Karim,"Maya Devi, Jal Merchant, Ranibala, Anant Marathe, Mehar Sultana, Fazlu, Saiyyad Ahmed, Fakir Mohammed",Social,1942
Kaljug,Nazir,"Nazir, Sitara Devi, Kumar, Gope, Anuradha, Majid, Azurie",Social Drama,1942
Khamoshi,R. C. Talwar,"Ramola, Amarnath, Gyani, Shyam Sunder (actor), Manorama, Nand Kishore, Sunder, Leela Mishra, Himmat Rai",Social,1942
Khandan,Shaukat Hussain Rizvi,"Pran, Noor Jehan, Manorama, Ajmal. Durga Mota, Ghulam Mohammed, G. N. Butt, Ibrahim",Family Drama,1942
Khilona a.k.a. Khilauna/The Toy,Sarvottam Badami,"Snehprabha Pradhan, P. Jairaj, Prabha, Satish, Kanhaiyalal, Nagendra, Pratima Devi, Pesi Patel",Social,1942
Kirti,Gunjal,"P. Jairaj, Lalita Pawar, Sunalini Devi, Jagdish Sethi, Sushil Kumar, Ghulam Rasool, Devaskar, Manchi Thuthi, Mithu Miya",Social,1942
Kisise Na Kehna,"Keshavrao Date, Krishna Gopal","Leela Chitnis, Pahari Sanyal, Keshavrao Date, Sunetra, Hari Shivdasani, Shukla, Ghory",Social,1942
Kiski Biwi,M. A. Mirza,"E. Bilimoria, Kalyani Das, Anuradha, Himalayawala, Vatsala Kumtekar, Fenty Prasad, Gulab, Saiyad Ahmed, Afghan Sandow",Social,1942
Kunwara Baap,Kishore Sahu,"Protima Das Gupta, Baby Lal, Anjali Devi, Nana Palsikar, Amritlal Nagar, Moni Chatterjee, Dhulia, Hadi",,1942
Lajwanti,Hiralal Doctor,"Rattanbai, Anuradha, W. M. Khan, Ashiq Hussain, Fakir Mohammed",Social,1942
Lalaji,"Chamankant Gandhi, Lalit Mehta","Yashodhara Katju, Krishnakant, Yakub, Amar, Maya Devi, Abdul Rehman Kabuli, Sunalini Devi, Jagdish Dethi, Badri Prasad, Vatsala Kumtekar",Social Drama,1942
Mahakavi Kalidas,Niren Lahiri,"Karunu Bannerjee, Chhabi Biswas, Ulhas, Menaka Devi, Padma Devi",Biopic,1942
Maheman a.k.a. Guest,Chaturbhuj Doshi,"Madhuri, Ishwarlal, Shamim, Rama Shukla, Kesari, Bhagwandas",Social,1942
Malan,V. M. Vyas,"Shanta Hublikar, Rattanbai, Balwant Singh, Jagdish Sethi, But Kashar, Kalyani, Mirza Musharraf, Alaknanda,",Social,1942
Mamaji,Narottam Vyas,"Lalita Pawar, Nandrekar, Yakub, Jeevan, Maruti, Misra, Nana Palsikar, Leela Pawar",Family Social,1942
Mamta,I.A. Hafizji,"Prince Dara, Pushpa Rani, Kalawati, Padma Devi, Akbar, N. Mohammed, Puttan",Social,1942
Mata,Gunjal,"Shobhana Samarth, Chandrakant, Mubarak, Urmila, Himalayawala, Munshi Khanjar, Bhudo Advani, Moti, Bibijan",Family Drama,1942
Meenakshi,Modhu Bose,"Sadhona Bose, Ahindra Choudhury, Rajlakshmi Devi, K. C. Dey, Najmal Hussain, Devbala, Sandhya Rani, Priti Majumdar, Panna Devi",Romantic melodrama,1942
Motorwali,A. M. Khan,"Radharani, Prakash, Ameena, Sardar Mansur, Nazira, Haroon, Ranibala, Anwaribai, Rafiq",Action,1942
Muqabala,"Babubhai Mistri, Batuk Bhatt","Fearless Nadia, Yakub, Agha, Dalpat, Shrinivas, Rajni, Nazira, Jal Khambatta, Khan Mastana, Baby Madhuri",Double-role Action Drama,1942
My Village a.k.a. Mera Gaon,Prafulla Roy,"Hansa Wadkar, P. Jairaj, K. C. Dey, Chhaya Devi, Amir Banu, S. L. Puri, Jagdish Sethi, Moti, Aghajani",Social,1942
Sachcha Sapna,Madhav Kale,"Rajkumari, Madhav Kale, Kumar, Ashalata",Social,1942
Saheli,S. M. Yusuf,"Pahari Sanyal, Rattanbai, Pramila, Jillobai, Rekha Devi, Aziz, Shahzadi, Sayed Ahmed",Social Drama,1942
Sarovar Ki Sundari a.k.a. Lady of the Lake,A. M. Khan,"Romila, Zebunissa, Ameena, Prakash, Benjamin, N. A. Ansari, Rafique, Shhzadi, Anwaribai, Haroon, S. Alam","Action, Costume",1942
Saugandh,Hemchandra Chunder,"Pahari Sanyal, Chhabi Biswas, Tulsi Chakraborty, Bharati Devi, Asit Baran, Dar Kashmiri, Jahar Ganguly, Nemo, Supriya Mukherjee, Puttan",Social,1942
Savera,V.C. Desai,"Shobhana Samarth, Arun Kumar, Nirmala Devi, Yakub, Brijmala, Kesari, Nagendra, Kesari",Social,1942
Sewa,Dhirubhai Desai,"Shanta Kumari, Zahur Raja, Shyam Sunder, Radharanu, Anwaribai, Prabhashankar",Social,1942
Sharda,Abdul Rashid Kardar,"Mehtab, Ulhas, Nirmala Devi, Wasti, Badri Prasad, Amir Banu, Shyam Kumar","Drama, Family",1942
Sheikh Chilli,Kikubhai Desai,"Moti, Navinchandra, Bose, Vasantrao Pehalwan, Kamala, Dhulia, S. L. Puri Ali, Azoorie, Bose",Comedy,1942
Shobha,Kumarsen Samarth,"Shobhana Samarth, Shahu Modak, Karan Dewan, Sulochana Chatterjee, Mubarak, David, Kusum Deshpande, Jal Khambata, Vimal Sardesai",Social,1942
Society,Nazir,"Sitara Devi, Nazir, Rajkumari Shukla, Gope, Alaknanda, Janardhan Sharma",Social,1942
Station Master,Chimanlal Luhar,"Prem Adib, Kaushalya, Suraiya, Jagdish Sethi, Ratnamala, Amirbai Karnataki, Umakant, Gulab, Shakir, Pratima Devi, Jeevan",Social,1942
Suhagan,Jagatrai Pesumal Advani,"Jehanara Kajjan, Kumar, Radharani, Kalyani Das, Jilloobai, Bhudo Advani, Kesarbai, Mirza Musharraf",Social Family Drama,1942
Sukhi Jeevan,"Bhagwan, Harishchandra","Bhagwan, Ashalata, Harishchandra, Nazira, Bibijan, W. M. Khan, Shyam Kumar, Samson",Social,1942
Swaminath,Wajahat Mirza,"Shobhana Samarth, Prem Adib, Keki Adajania, Majid, K. N. Singh, Bibjan, Jilloobai",Social,1942
Swapna,Zia Sarhadi,"E. Billimoria, Kaushalya, Balwant Singh, Alaknanda, Bhudo Advani",Social,1942
Aabroo,Nazir,"Sitara Devi, Yakub, Masud, Nazir Ahmad, Chandabai, Laddan, Jagdish Sethi",Social,1943
Aadab Arz,V.C. Desai,"Nalini Jaywant, Karan Dewan, Mukesh, Dulari",Social Drama,1943
Aage Kadam,N.R. Acharya,"Motilal, Anjali Devi, Mubarak, Rajkumari Shukla, Padma Bannerji, Nand Kishore, Narmada Shankar",Social,1943
Aankh Ki Sharm,Balwant Bhatt,"Prithviraj Kapoor, Trilok Kapoor, Kaushalya, Agha, Dalpat, Minakshi, Himalayawala, Nalini Gute, Nayampalli, Bibijan",Social,1943
Amaanat,Lalit Chandra Mehta,"Harish, Husn Banu, Bhudo Advani, Sankatha Prasad, Agha, Dulari, Kayam Ali, Minakshi, Laddan, Nawab",Action,1943
Andhera,Aspi Irani,"Sitara Devi, Arun Kumar, Kesari, Rajkumari, K C Dey, M. Bhagwandas, Baby Madhubala",Social Melodrama,1943
Angoori,Mahesh Kaul,"Ulhas, Kaushalya, Sunetra, Angre, Dar Kashmiri",Social,1943
Andhi Duniya,Produced by Zenith Pictures,"Nandrekar, Feroza Begum, B Yadav",Social,1943
Angoothi,Bibhuti Mitra,"Ashok Kumar, Chandraprabha, Leela Mishra, S. Nair, Prahlad, Priti Majumdar",Social,1943
Ashirwad,Ramchandra Thakur,"Lalita Pawar, Balwant Singh, Jilloobai, Rampyari, Vatsala Kumthekar, S. B. Nayampalli, Qayam Ali",Family Drama,1943
Badalti Duniya,Mohan Sinha,"Mumtaz Shanti, Trilok Kapoor, K.C. Dey, Badri Prasad, Rajkumari Shukla",Social,1943
Badla,Bhagwan,"Anjali Devi, Bhagwan, Devika, C. Ramchandra, Baburao Pehlwan, Raj Kamal",Action Drama,1943
Bansari,Jayant Desai,"Ishwarlal, Urmila, Shamim, Noor Mohammed Charlie, Dixit, Bhagwan Das, Kesari",Social,1943
Bhagta Bhoot,Ramanlal Desai,"Prakash, Madhurika, Baburao Pehalwan, Firoza Begum, Mumtaz Begum, Vasantrao Pehalwan, Brajrani, Amir Bano, Mirajkar",Action,1943
